Settlement ID,Order ID,Type,Order Date,Deposit Date,Potential Income,Potential Loss,Actual Profit
amazon_23922045021,114-0102991-0461821,Order,2025-06-30,2025-07-12 06:01:40 UTC,484.76,-31.2,339.92
amazon_23922045021,114-4538618-7090667,Order,2025-06-27,2025-07-12 06:01:40 UTC,965.76,-44.4,747.96
amazon_23922045021,113-3385912-7068228,Order,2025-06-27,2025-07-12 06:01:40 UTC,466.38,-31.2,373.98
amazon_23922045021,112-8056028-9463411,Order,2025-06-26,2025-07-12 06:01:40 UTC,55.64,-13.0,44.2
amazon_23922045021,111-3228321-0024247,Order,2025-06-26,2025-07-12 06:01:40 UTC,349.76,-13.0,-7.98
amazon_23820922031,111-6004366-1685825,Order,2025-06-25,2025-06-28 06:01:40 UTC,27.82,-13.0,22.1
amazon_23820922031,114-2118712-6853848,Order,2025-06-25,2025-06-28 06:01:40 UTC,27.56,-13.0,22.1
amazon_23820922031,113-6835249-4835450,Order,2025-06-25,2025-06-28 06:01:40 UTC,148.78,-14.62,116.82
amazon_23820922031,113-3602755-5841012,Order,2025-06-24,2025-06-28 06:01:40 UTC,147.26,-14.59,116.44
amazon_23820922031,114-3091031-9313062,Order,2025-06-24,2025-06-28 06:01:40 UTC,27.63,-13.0,22.1
amazon_23820922031,112-9898735-1079439,Order,2025-06-23,2025-06-28 06:01:40 UTC,291.38,-26.25,233.64
amazon_23820922031,112-5490780-2780222,Order,2025-06-23,2025-06-28 06:01:40 UTC,219.99,-22.0,169.96
amazon_23820922031,112-6949654-6055406,Order,2025-06-23,2025-06-28 06:01:40 UTC,140.97,-14.31,113.04
amazon_23820922031,111-5510420-5817839,Order,2025-06-21,2025-06-28 06:01:40 UTC,239.24,-22.0,169.96
amazon_23820922031,112-2742180-7551411,Order,2025-06-21,2025-06-28 06:01:40 UTC,233.85,-22.0,169.96
amazon_23820922031,114-0863509-7662610,Refund,2025-06-20,2025-06-28 06:01:40 UTC,0.0,0.0,-125.83
amazon_23820922031,113-9448781-6466616,Order,2025-06-19,2025-06-28 06:01:40 UTC,577.76,-34.2,458.96
amazon_23820922031,114-2062369-3720209,Order,2025-06-19,2025-06-28 06:01:40 UTC,142.3,-14.31,113.04
amazon_23820922031,112-5489049-1355402,Order,2025-06-19,2025-06-28 06:01:40 UTC,238.03,-22.0,169.96
amazon_23820922031,112-8942336-5038618,Order,2025-06-18,2025-06-28 06:01:40 UTC,191.09,-17.98,152.87
amazon_23820922031,114-1579407-2105041,Order,2025-06-17,2025-06-28 06:01:40 UTC,198.28,-17.98,152.87
amazon_23820922031,113-5628409-9909032,Order,2025-06-17,2025-06-28 06:01:40 UTC,383.08,-28.79,305.74
amazon_23820922031,112-1310324-3831417,Order,2025-06-17,2025-06-28 06:01:40 UTC,241.11,-22.0,169.96
amazon_23820922031,112-2185013-1677843,Order,2025-06-17,2025-06-28 06:01:40 UTC,715.23,-37.8,509.88
amazon_23820922031,112-1797968-5624212,Order,2025-06-17,2025-06-28 06:01:40 UTC,238.41,-22.0,169.96
amazon_23820922031,112-2348016-1693041,Order,2025-06-16,2025-06-28 06:01:40 UTC,241.44,-22.0,169.96
amazon_23820922031,112-7607288-1458632,Order,2025-06-16,2025-06-28 06:01:40 UTC,191.99,-17.98,152.87
amazon_23820922031,112-4624256-3193862,Order,2025-06-16,2025-06-28 06:01:40 UTC,145.55,-14.59,116.44
amazon_23820922031,111-6469483-3153000,Order,2025-06-16,2025-06-28 06:01:40 UTC,194.69,-17.98,152.87
amazon_23820922031,114-0122663-1009042,Order,2025-06-15,2025-06-28 06:01:40 UTC,236.49,-22.0,169.96
amazon_23820922031,114-5194482-1689866,Order,2025-06-13,2025-06-28 06:01:40 UTC,36.81,-13.0,28.9
amazon_23820922031,114-6245647-6275417,Order,2025-06-13,2025-06-28 06:01:40 UTC,283.79,-13.0,-22.03
amazon_23820922031,111-8264550-2161063,Refund,2025-06-13,2025-06-28 06:01:40 UTC,0.0,0.0,-191.99
amazon_23820922031,113-4305104-3508246,Order,2025-06-12,2025-06-28 06:01:40 UTC,0.0,-13.0,0.0
amazon_23820922031,111-9433421-9722617,Order,2025-06-12,2025-06-28 06:01:40 UTC,699.57,-37.8,509.88
amazon_23715877411,114-6792741-3523469,Order,2025-06-11,2025-06-14 06:01:40 UTC,145.69,-14.62,116.82
amazon_23715877411,111-0838996-3567411,Order,2025-06-11,2025-06-14 06:01:40 UTC,238.96,-22.0,169.96
amazon_23715877411,111-1258331-6936209,Order,2025-06-11,2025-06-14 06:01:40 UTC,193.28,-17.9,152.12
amazon_23715877411,111-7327438-6397045,Order,2025-06-11,2025-06-14 06:01:40 UTC,388.48,-28.79,305.74
amazon_23715877411,113-9090418-9526664,Order,2025-06-11,2025-06-14 06:01:40 UTC,238.14,-22.0,186.99
amazon_23715877411,113-2292603-4957037,Order,2025-06-11,2025-06-14 06:01:40 UTC,0.0,-13.0,0.0
amazon_23715877411,113-8642503-8075410,Order,2025-06-10,2025-06-14 06:01:40 UTC,226.5,-20.9,177.65
amazon_23715877411,111-5787705-8401035,Order,2025-06-09,2025-06-14 06:01:40 UTC,250.11,-23.0,195.49
amazon_23715877411,111-5970632-4809822,Order,2025-06-09,2025-06-14 06:01:40 UTC,188.78,-17.36,147.55
amazon_23715877411,112-1137833-8227459,Order,2025-06-09,2025-06-14 06:01:40 UTC,139.99,-14.8,118.99
amazon_23715877411,112-6902906-0705069,Order,2025-06-09,2025-06-14 06:01:40 UTC,237.59,-22.0,169.96
amazon_23715877411,111-6748605-2237850,Order,2025-06-09,2025-06-14 06:01:40 UTC,234.56,-22.0,169.96
amazon_23715877411,111-9433421-9722617,Order,2025-06-09,2025-06-14 06:01:40 UTC,466.38,-31.2,339.92
amazon_23715877411,111-4026973-7749003,Order,2025-06-09,2025-06-14 06:01:40 UTC,237.86,-22.0,169.96
amazon_23715877411,112-9101716-6732224,Order,2025-06-08,2025-06-14 06:01:40 UTC,242.54,-22.0,169.96
amazon_23715877411,114-0482413-3485035,Order,2025-06-08,2025-06-14 06:01:40 UTC,235.39,-22.0,169.96
amazon_23715877411,113-4249068-8165857,Order,2025-06-07,2025-06-14 06:01:40 UTC,147.58,-14.62,116.82
amazon_23715877411,111-5437302-1161852,Order,2025-06-07,2025-06-14 06:01:40 UTC,235.39,-22.0,169.96
amazon_23715877411,114-3510785-1537037,Order,2025-06-07,2025-06-14 06:01:40 UTC,149.79,-14.8,118.99
amazon_23715877411,112-1875645-0214605,Order,2025-06-05,2025-06-14 06:01:40 UTC,233.19,-22.0,169.96
amazon_23715877411,112-0173376-3104213,Order,2025-06-05,2025-06-14 06:01:40 UTC,238.16,-21.9,186.15
amazon_23715877411,111-8264550-2161063,Order,2025-06-05,2025-06-14 06:01:40 UTC,236.49,-22.0,169.96
amazon_23715877411,113-6405472-3209828,Order,2025-06-04,2025-06-14 06:01:40 UTC,245.13,-22.0,169.96
amazon_23715877411,111-7709725-1810604,Order,2025-06-02,2025-06-14 06:01:40 UTC,298.32,-26.1,229.48
amazon_23715877411,112-0313979-2189817,Order,2025-06-02,2025-06-14 06:01:40 UTC,239.24,-22.0,169.96
amazon_23715877411,111-8671730-3832212,Order,2025-06-02,2025-06-14 06:01:40 UTC,225.98,-20.9,177.65
amazon_23715877411,113-4825729-7781051,Order,2025-06-02,2025-06-14 06:01:40 UTC,212.69,-20.0,169.99
amazon_23715877411,114-3332784-6592235,Order,2025-06-02,2025-06-14 06:01:40 UTC,229.31,-21.0,178.49
amazon_23715877411,113-7700563-7513007,Order,2025-06-02,2025-06-14 06:01:40 UTC,425.38,-30.0,339.98
amazon_23715877411,114-2442559-3134650,Order,2025-06-02,2025-06-14 06:01:40 UTC,148.78,-14.62,116.82
amazon_23715877411,113-3863428-8701805,Order,2025-05-31,2025-06-14 06:01:40 UTC,235.94,-22.0,169.96
amazon_23715877411,114-2860575-3272225,Order,2025-05-30,2025-06-14 06:01:40 UTC,147.48,-14.45,114.74
amazon_23715877411,113-1344288-6154616,Order,2025-05-29,2025-06-14 06:01:40 UTC,691.38,-36.9,535.47
amazon_23715877411,114-1826144-1858664,Order,2025-05-29,2025-06-14 06:01:40 UTC,426.9,-29.97,339.12
amazon_23715877411,111-3279374-8669051,Order,2025-05-29,2025-06-14 06:01:40 UTC,145.0,-14.62,116.82
amazon_23715877411,112-2266073-6382643,Order,2025-05-29,2025-06-14 06:01:40 UTC,1009.36,-128.36,679.84
amazon_23609498501,113-8427084-9983420,Order,2025-05-28,2025-05-31 06:01:40 UTC,223.9,-21.0,178.49
amazon_23609498501,112-3290472-2720229,Order,2025-05-28,2025-05-31 06:01:40 UTC,238.14,-22.0,169.96
amazon_23609498501,112-2178692-5188248,Order,2025-05-27,2025-05-31 06:01:40 UTC,289.29,-13.0,-22.03
amazon_23609498501,113-5978292-6332251,Order,2025-05-27,2025-05-31 06:01:40 UTC,233.19,-22.0,169.96
amazon_23609498501,111-1256566-7524227,Order,2025-05-26,2025-05-31 06:01:40 UTC,250.4,-23.0,195.49
amazon_23609498501,113-4972918-1272216,Order,2025-05-26,2025-05-31 06:01:40 UTC,234.29,-22.0,169.96
amazon_23609498501,113-7382885-4293019,Order,2025-05-26,2025-05-31 06:01:40 UTC,241.22,-22.0,169.96
amazon_23609498501,114-8419531-2993847,Order,2025-05-26,2025-05-31 06:01:40 UTC,213.99,-20.0,169.99
amazon_23609498501,114-3594299-1636236,Order,2025-05-26,2025-05-31 06:01:40 UTC,217.74,-20.0,169.99
amazon_23609498501,114-9672634-4526637,Order,2025-05-24,2025-05-31 06:01:40 UTC,221.54,-20.9,177.65
amazon_23609498501,113-5295723-8662610,Order,2025-05-24,2025-05-31 06:01:40 UTC,844.29,-41.4,662.96
amazon_23609498501,112-4584884-9089052,Order,2025-05-24,2025-05-31 06:01:40 UTC,230.99,-22.0,169.96
amazon_23609498501,114-0863509-7662610,Order,2025-05-23,2025-05-31 06:01:40 UTC,152.46,-15.01,121.54
amazon_23609498501,113-1561280-2566616,Order,2025-05-23,2025-05-31 06:01:40 UTC,211.99,-20.0,169.99
amazon_23609498501,112-8938098-3804233,Refund,2025-05-23,2025-05-31 06:01:40 UTC,0.0,0.0,-149.49
amazon_23609498501,112-1379009-9640253,Order,2025-05-22,2025-05-31 06:01:40 UTC,211.99,-20.0,169.99
amazon_23609498501,112-4589199-9088246,Refund,2025-05-22,2025-05-31 06:01:40 UTC,0.0,0.0,-182.65
amazon_23609498501,114-2325911-4880258,Order,2025-05-21,2025-05-31 06:01:40 UTC,233.19,-22.0,169.96
amazon_23609498501,114-2725675-6058633,Order,2025-05-21,2025-05-31 06:01:40 UTC,238.14,-22.0,169.96
amazon_23609498501,112-4547949-4884205,Order,2025-05-21,2025-05-31 06:01:40 UTC,223.9,-21.0,178.49
amazon_23609498501,111-5473813-4613040,Order,2025-05-20,2025-05-31 06:01:40 UTC,373.12,-28.2,288.98
amazon_23609498501,114-9981818-1553818,Order,2025-05-19,2025-05-31 06:01:40 UTC,45.99,-13.0,39.09
amazon_23609498501,114-2341395-3737802,Order,2025-05-19,2025-05-31 06:01:40 UTC,447.8,-30.6,356.98
amazon_23609498501,114-5139546-9231429,Order,2025-05-19,2025-05-31 06:01:40 UTC,239.13,-22.0,169.96
amazon_23609498501,114-8311250-8689027,Order,2025-05-16,2025-05-31 06:01:40 UTC,188.32,-17.6,149.6
amazon_23609498501,114-1819258-4557852,Order,2025-05-16,2025-05-31 06:01:40 UTC,190.61,-17.6,149.6
amazon_23503041581,112-6343433-7172219,Refund,2025-05-15,2025-05-17 06:01:40 UTC,0.0,0.0,-182.65
amazon_23503041581,114-3586888-5013008,Order,2025-05-13,2025-05-17 06:01:40 UTC,217.49,-20.0,169.99
amazon_23503041581,113-4343453-9756252,Order,2025-05-12,2025-05-17 06:01:40 UTC,274.88,-26.25,233.64
amazon_23503041581,111-5382425-3142629,Refund,2025-05-10,2025-05-17 06:01:40 UTC,0.0,0.0,-118.79
amazon_23503041581,113-8691155-7052241,Refund,2025-05-10,2025-05-17 06:01:40 UTC,0.0,0.0,-355.46
amazon_23503041581,111-4948667-0859465,Order,2025-05-08,2025-05-17 06:01:40 UTC,214.99,-20.0,169.99
amazon_23503041581,114-4012113-2404248,Refund,2025-05-08,2025-05-17 06:01:40 UTC,0.0,0.0,-191.99
amazon_23503041581,112-8938098-3804233,Order,2025-05-07,2025-05-17 06:01:40 UTC,183.8,-17.0,144.49
amazon_23503041581,114-6618418-1679455,Order,2025-05-07,2025-05-17 06:01:40 UTC,215.49,-20.0,169.99
amazon_23503041581,112-7576869-5432262,Order,2025-05-05,2025-05-17 06:01:40 UTC,590.44,-34.44,465.76
amazon_23503041581,113-6432304-9562614,Order,2025-05-05,2025-05-17 06:01:40 UTC,218.39,-20.0,169.99
amazon_23503041581,113-5882482-0269850,Order,2025-05-05,2025-05-17 06:01:40 UTC,0.0,-13.0,0.0
amazon_23503041581,114-6245588-7284253,Refund,2025-05-05,2025-05-17 06:01:40 UTC,0.0,0.0,-361.97
amazon_23503041581,113-2585391-1059436,Order,2025-05-02,2025-05-17 06:01:40 UTC,186.14,-17.0,144.49
amazon_23503041581,114-6150661-2393052,Order,2025-05-01,2025-05-17 06:01:40 UTC,233.19,-22.0,169.96
amazon_23394600061,114-6150661-2393052,Order,2025-05-01,2025-05-03 06:01:40 UTC,233.19,-22.0,169.96
